,TICKER,COMPANY,GICS_SECTOR,GICS_INDUSTRY,HQ,CIK,WIKI_URL
276,KIM,Kimco Realty,Real Estate,Retail REITs,"New Hyde Park, New York",879101,https://en.wikipedia.org/wiki/Kimco_Realty
277,KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",1506307,https://en.wikipedia.org/wiki/Kinder_Morgan
278,KLAC,KLA Corporation,Information Technology,Semiconductor Equipment,"Milpitas, California",319201,https://en.wikipedia.org/wiki/KLA_Corporation
279,KSS,Kohl's Corp.,Consumer Discretionary,General Merchandise Stores,"Menomonee Falls, Wisconsin",885639,https://en.wikipedia.org/wiki/Kohl%27s_Corp.
280,KHC,Kraft Heinz Co,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",1637459,https://en.wikipedia.org/wiki/Kraft_Heinz
281,KR,Kroger Co.,Consumer Staples,Food Retail,"Cincinnati, Ohio",56873,https://en.wikipedia.org/wiki/Kroger_Co.
282,LB,L Brands Inc.,Consumer Discretionary,Apparel Retail,"Columbus, Ohio",701985,https://en.wikipedia.org/wiki/L_Brands_Inc.
283,LHX,L3Harris Technologies,Industrials,Aerospace & Defense,"Melbourne, Florida",202058,https://en.wikipedia.org/wiki/L3Harris_Technologies
284,LH,Laboratory Corp. of America Holding,Health Care,Health Care Services,"Burlington, North Carolina",920148,https://en.wikipedia.org/wiki/Laboratory_Corp._of_America_Holding
285,LRCX,Lam Research,Information Technology,Semiconductor Equipment,"Fremont, California",707549,https://en.wikipedia.org/wiki/Lam_Research
286,LW,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",1679273,https://en.wikipedia.org/wiki/Lamb_Weston_Holdings_Inc
287,LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",1300514,https://en.wikipedia.org/wiki/Las_Vegas_Sands
288,LEG,Leggett & Platt,Consumer Discretionary,Home Furnishings,"Carthage, Missouri",58492,https://en.wikipedia.org/wiki/Leggett_%26_Platt
289,LDOS,Leidos Holdings,Information Technology,IT Consulting & Other Services,"Reston, Virginia",1336920,https://en.wikipedia.org/wiki/Leidos_Holdings
290,LEN,Lennar Corp.,Consumer Discretionary,Homebuilding,"Miami, Florida",920760,https://en.wikipedia.org/wiki/Lennar_Corp.
291,LLY,Lilly (Eli) & Co.,Health Care,Pharmaceuticals,"Indianapolis, Indiana",59478,https://en.wikipedia.org/wiki/Lilly_(Eli)_%26_Co.
292,LNC,Lincoln National,Financials,Multi-line Insurance,"Radnor, Pennsylvania",59558,https://en.wikipedia.org/wiki/Lincoln_National
293,LIN,Linde plc,Materials,Industrial Gases,"Guildford, Surrey, United Kingdom",1707925,https://en.wikipedia.org/wiki/Linde_plc
294,LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,"Beverly Hills, California",1335258,https://en.wikipedia.org/wiki/Live_Nation_Entertainment
295,LKQ,LKQ Corporation,Consumer Discretionary,Distributors,"Chicago, Illinois",1065696,https://en.wikipedia.org/wiki/LKQ_Corporation
296,LMT,Lockheed Martin Corp.,Industrials,Aerospace & Defense,"Bethesda, Maryland",936468,https://en.wikipedia.org/wiki/Lockheed_Martin_Corp.
297,L,Loews Corp.,Financials,Multi-line Insurance,"New York, New York",60086,https://en.wikipedia.org/wiki/Loews_Corp.
298,LOW,Lowe's Cos.,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",60667,https://en.wikipedia.org/wiki/Lowe%27s_Cos.
299,LYB,LyondellBasell,Materials,Specialty Chemicals,"Rotterdam, Netherlands",1489393,https://en.wikipedia.org/wiki/LyondellBasell
300,MTB,M&T Bank Corp.,Financials,Regional Banks,"Buffalo, New York",36270,https://en.wikipedia.org/wiki/M%26T_Bank_Corp.
301,MRO,Marathon Oil Corp.,Energy,Oil & Gas Exploration & Production,"Houston, Texas",101778,https://en.wikipedia.org/wiki/Marathon_Oil_Corp.
302,MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",1510295,https://en.wikipedia.org/wiki/Marathon_Petroleum
303,MKTX,MarketAxess,Financials,Financial Exchanges & Data,"New York, New York",1278021,https://en.wikipedia.org/wiki/MarketAxess
304,MAR,Marriott Int'l.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",1048286,https://en.wikipedia.org/wiki/Marriott_Int%27l.
305,MMC,Marsh & McLennan,Financials,Insurance Brokers,"New York, New York",62709,https://en.wikipedia.org/wiki/Marsh_%26_McLennan
306,MLM,Martin Marietta Materials,Materials,Construction Materials,"Raleigh, North Carolina",916076,https://en.wikipedia.org/wiki/Martin_Marietta_Materials
307,MAS,Masco Corp.,Industrials,Building Products,"Livonia, Michigan",62996,https://en.wikipedia.org/wiki/Masco_Corp.
308,MA,Mastercard Inc.,Information Technology,Data Processing & Outsourced Services,"Harrison, New York",1141391,https://en.wikipedia.org/wiki/Mastercard_Inc.
309,MKC,McCormick & Co.,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",63754,https://en.wikipedia.org/wiki/McCormick_%26_Co.
310,MXIM,Maxim Integrated Products Inc,Information Technology,Semiconductors,"San Jose, California",743316,https://en.wikipedia.org/wiki/Maxim_Integrated
311,MCD,McDonald's Corp.,Consumer Discretionary,Restaurants,"Chicago, Illinois",63908,https://en.wikipedia.org/wiki/McDonald%27s_Corp.
312,MCK,McKesson Corp.,Health Care,Health Care Distributors,"Irving, Texas",927653,https://en.wikipedia.org/wiki/McKesson_Corp.
313,MDT,Medtronic plc,Health Care,Health Care Equipment,"Dublin, Ireland",1613103,https://en.wikipedia.org/wiki/Medtronic_plc
314,MRK,Merck & Co.,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",310158,https://en.wikipedia.org/wiki/Merck_%26_Co.
315,MET,MetLife Inc.,Financials,Life & Health Insurance,"New York, New York",1099219,https://en.wikipedia.org/wiki/MetLife_Inc.
316,MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",1037646,https://en.wikipedia.org/wiki/Mettler_Toledo
317,MGM,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",789570,https://en.wikipedia.org/wiki/MGM_Resorts_International
318,MCHP,Microchip Technology,Information Technology,Semiconductors,"Chandler, Arizona",827054,https://en.wikipedia.org/wiki/Microchip_Technology
319,MU,Micron Technology,Information Technology,Semiconductors,"Boise, Idaho",723125,https://en.wikipedia.org/wiki/Micron_Technology
320,MSFT,Microsoft Corp.,Information Technology,Systems Software,"Redmond, Washington",789019,https://en.wikipedia.org/wiki/Microsoft_Corp.
321,MAA,Mid-America Apartments,Real Estate,Residential REITs,"Memphis, Tennessee",912595,https://en.wikipedia.org/wiki/Mid-America_Apartments
322,MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia",851968,https://en.wikipedia.org/wiki/Mohawk_Industries
323,TAP,Molson Coors Brewing Company,Consumer Staples,Brewers,"Denver, Colorado",24545,https://en.wikipedia.org/wiki/Molson_Coors_Brewing_Company
324,MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1103982,https://en.wikipedia.org/wiki/Mondelez_International
325,MNST,Monster Beverage,Consumer Staples,Soft Drinks,"Corona, California",865752,https://en.wikipedia.org/wiki/Monster_Beverage
326,MCO,Moody's Corp,Financials,Financial Exchanges & Data,"New York, New York",1059556,https://en.wikipedia.org/wiki/Moody%27s_Corp
327,MS,Morgan Stanley,Financials,Investment Banking & Brokerage,"New York, New York",895421,https://en.wikipedia.org/wiki/Morgan_Stanley
328,MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",1285785,https://en.wikipedia.org/wiki/The_Mosaic_Company
329,MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,"Chicago, Illinois",68505,https://en.wikipedia.org/wiki/Motorola_Solutions_Inc.
330,MSCI,MSCI Inc,Financials,Financial Exchanges & Data,"New York, New York",1408198,https://en.wikipedia.org/wiki/MSCI_Inc
331,MYL,Mylan N.V.,Health Care,Pharmaceuticals,"Amsterdam, Netherlands",1623613,https://en.wikipedia.org/wiki/Mylan_N.V.
332,NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,"New York, New York",1120193,"https://en.wikipedia.org/wiki/Nasdaq,_Inc."
333,NOV,National Oilwell Varco Inc.,Energy,Oil & Gas Equipment & Services,"Houston, Texas",1021860,https://en.wikipedia.org/wiki/National_Oilwell_Varco_Inc.
334,NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals","Sunnyvale, California",1002047,https://en.wikipedia.org/wiki/NetApp
335,NFLX,Netflix Inc.,Communication Services,Movies & Entertainment,"Los Gatos, California",1065280,https://en.wikipedia.org/wiki/Netflix_Inc.
336,NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,"Atlanta, Georgia",814453,https://en.wikipedia.org/wiki/Newell_Brands
337,NEM,Newmont Corporation,Materials,Gold,"Denver, Colorado",1164727,https://en.wikipedia.org/wiki/Newmont_Corporation
338,NWSA,News Corp. Class A,Communication Services,Publishing,"New York, New York",1564708,https://en.wikipedia.org/wiki/News_Corp._Class_A
339,NWS,News Corp. Class B,Communication Services,Publishing,"New York, New York",1564708,https://en.wikipedia.org/wiki/News_Corp._Class_B
340,NEE,NextEra Energy,Utilities,Multi-Utilities,"Juno Beach, Florida",753308,https://en.wikipedia.org/wiki/NextEra_Energy
341,NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,"New York, New York",1492633,https://en.wikipedia.org/wiki/Nielsen_Holdings
342,NKE,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",320187,https://en.wikipedia.org/wiki/Nike_(company)
343,NI,NiSource Inc.,Utilities,Multi-Utilities,"Merrillville, Indiana",1111711,https://en.wikipedia.org/wiki/NiSource_Inc.
344,NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,"Houston, Texas",72207,https://en.wikipedia.org/wiki/Noble_Energy_Inc
345,JWN,Nordstrom,Consumer Discretionary,Department Stores,"Seattle, Washington",72333,https://en.wikipedia.org/wiki/Nordstrom
346,NSC,Norfolk Southern Corp.,Industrials,Railroads,"Norfolk, Virginia",702165,https://en.wikipedia.org/wiki/Norfolk_Southern_Corp.
347,NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,"Chicago, Illinois",73124,https://en.wikipedia.org/wiki/Northern_Trust_Corp.
348,NOC,Northrop Grumman,Industrials,Aerospace & Defense,"West Falls Church, Virginia",1133421,https://en.wikipedia.org/wiki/Northrop_Grumman
349,NLOK,NortonLifeLock,Information Technology,Application Software,"Tempe, Arizona",849399,https://en.wikipedia.org/wiki/NortonLifeLock
350,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1513761,https://en.wikipedia.org/wiki/Norwegian_Cruise_Line_Holdings
351,NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,"Princeton, New Jersey",1013871,https://en.wikipedia.org/wiki/NRG_Energy
352,NUE,Nucor Corp.,Materials,Steel,"Charlotte, North Carolina",73309,https://en.wikipedia.org/wiki/Nucor_Corp.
353,NVDA,Nvidia Corporation,Information Technology,Semiconductors,"Santa Clara, California",1045810,https://en.wikipedia.org/wiki/Nvidia_Corporation
354,NVR,NVR Inc,Consumer Discretionary,Homebuilding,"Reston, VA",906163,https://en.wikipedia.org/wiki/NVR_Inc
355,ORLY,O'Reilly Automotive,Consumer Discretionary,Specialty Stores,"Springfield, Missouri",898173,https://en.wikipedia.org/wiki/O%27Reilly_Automotive
356,OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,"Houston, Texas",797468,https://en.wikipedia.org/wiki/Occidental_Petroleum
357,ODFL,Old Dominion Freight Line,Industrials,Trucking,"Thomasville, North Carolina",878927,https://en.wikipedia.org/wiki/Old_Dominion_Freight_Line
358,OMC,Omnicom Group,Communication Services,Advertising,"New York, New York",29989,https://en.wikipedia.org/wiki/Omnicom_Group
359,OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",1039684,https://en.wikipedia.org/wiki/ONEOK
360,ORCL,Oracle Corp.,Information Technology,Application Software,"Redwood Shores, California",1341439,https://en.wikipedia.org/wiki/Oracle_Corp.
361,OTIS,Otis Worldwide,Industrials,Industrial Machinery,"Farmington, Connecticut",1781335,https://en.wikipedia.org/wiki/Otis_Worldwide
362,PCAR,PACCAR Inc.,Industrials,Construction Machinery & Heavy Trucks,"Bellevue, Washington",75362,https://en.wikipedia.org/wiki/PACCAR_Inc.
363,PKG,Packaging Corporation of America,Materials,Paper Packaging,"Lake Forest, Illinois",75677,https://en.wikipedia.org/wiki/Packaging_Corporation_of_America
364,PH,Parker-Hannifin,Industrials,Industrial Machinery,"Cleveland, Ohio",76334,https://en.wikipedia.org/wiki/Parker-Hannifin
365,PAYX,Paychex Inc.,Information Technology,Data Processing & Outsourced Services,"Penfield, New York",723531,https://en.wikipedia.org/wiki/Paychex_Inc.
366,PAYC,Paycom,Information Technology,Application Software,"Oklahoma City, Oklahoma",1590955,https://en.wikipedia.org/wiki/Paycom
367,PYPL,PayPal,Information Technology,Data Processing & Outsourced Services,"San Jose, California",1633917,https://en.wikipedia.org/wiki/PayPal
368,PNR,Pentair plc,Industrials,Industrial Machinery,"Worsley, UK",77360,https://en.wikipedia.org/wiki/Pentair
369,PBCT,People's United Financial,Financials,Thrifts & Mortgage Finance,"Bridgeport, Connecticut",1378946,https://en.wikipedia.org/wiki/People%27s_United_Financial
370,PEP,PepsiCo Inc.,Consumer Staples,Soft Drinks,"Purchase, New York",77476,https://en.wikipedia.org/wiki/PepsiCo_Inc.
371,PKI,PerkinElmer,Health Care,Health Care Equipment,"Waltham, Massachusetts",31791,https://en.wikipedia.org/wiki/PerkinElmer
372,PRGO,Perrigo,Health Care,Pharmaceuticals,"Dublin, Ireland",1585364,https://en.wikipedia.org/wiki/Perrigo
373,PFE,Pfizer Inc.,Health Care,Pharmaceuticals,"New York, New York",78003,https://en.wikipedia.org/wiki/Pfizer_Inc.
374,PM,Philip Morris International,Consumer Staples,Tobacco,"New York, New York",1413329,https://en.wikipedia.org/wiki/Philip_Morris_International
375,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,"Houston, Texas",1534701,https://en.wikipedia.org/wiki/Phillips_66
376,PNW,Pinnacle West Capital,Utilities,Multi-Utilities,"Phoenix, Arizona",764622,https://en.wikipedia.org/wiki/Pinnacle_West_Capital
377,PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,"Irving, Texas",1038357,https://en.wikipedia.org/wiki/Pioneer_Natural_Resources
378,PNC,PNC Financial Services,Financials,Regional Banks,"Pittsburgh, Pennsylvania",713676,https://en.wikipedia.org/wiki/PNC_Financial_Services
379,PPG,PPG Industries,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",79879,https://en.wikipedia.org/wiki/PPG_Industries
380,PPL,PPL Corp.,Utilities,Electric Utilities,"Allentown, Pennsylvania",922224,https://en.wikipedia.org/wiki/PPL_Corp.
381,PFG,Principal Financial Group,Financials,Life & Health Insurance,"Des Moines, Iowa",1126328,https://en.wikipedia.org/wiki/Principal_Financial_Group
382,PG,Procter & Gamble,Consumer Staples,Personal Products,"Cincinnati, Ohio",80424,https://en.wikipedia.org/wiki/Procter_%26_Gamble
383,PGR,Progressive Corp.,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",80661,https://en.wikipedia.org/wiki/Progressive_Corp.
384,PLD,Prologis,Real Estate,Industrial REITs,"San Francisco, California",1045609,https://en.wikipedia.org/wiki/Prologis
385,PRU,Prudential Financial,Financials,Life & Health Insurance,"Newark, New Jersey",1137774,https://en.wikipedia.org/wiki/Prudential_Financial
386,PEG,Public Serv. Enterprise Inc.,Utilities,Electric Utilities,"Newark, New Jersey",788784,https://en.wikipedia.org/wiki/Public_Serv._Enterprise_Inc.
387,PSA,Public Storage,Real Estate,Specialized REITs,"Glendale, California",1393311,https://en.wikipedia.org/wiki/Public_Storage
388,PHM,PulteGroup,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",822416,https://en.wikipedia.org/wiki/PulteGroup
389,PVH,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",78239,https://en.wikipedia.org/wiki/PVH_Corp.
390,QRVO,Qorvo,Information Technology,Semiconductors,"Greensboro, North Carolina",1604778,https://en.wikipedia.org/wiki/Qorvo
391,PWR,Quanta Services Inc.,Industrials,Construction & Engineering,"Houston, Texas",1050915,https://en.wikipedia.org/wiki/Quanta_Services_Inc.
392,QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,"San Diego, California",804328,https://en.wikipedia.org/wiki/QUALCOMM_Inc.
393,DGX,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey",1022079,https://en.wikipedia.org/wiki/Quest_Diagnostics
394,RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",1037038,https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation
395,RJF,Raymond James Financial Inc.,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",720005,https://en.wikipedia.org/wiki/Raymond_James_Financial_Inc.
396,RTX,Raytheon Technologies,Industrials,Aerospace & Defense,"Waltham, Massachusetts",101829,https://en.wikipedia.org/wiki/Raytheon_Technologies
397,O,Realty Income Corporation,Real Estate,Retail REITs,"San Diego, California",726728,https://en.wikipedia.org/wiki/Realty_Income_Corporation
398,REG,Regency Centers Corporation,Real Estate,Retail REITs,"Jacksonville, Florida",910606,https://en.wikipedia.org/wiki/Regency_Centers_Corporation
399,REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,"Tarrytown, New York",872589,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals
400,RF,Regions Financial Corp.,Financials,Regional Banks,"Birmingham, Alabama",1281761,https://en.wikipedia.org/wiki/Regions_Financial_Corp.
401,RSG,Republic Services Inc,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",1060391,https://en.wikipedia.org/wiki/Republic_Services_Inc
