,TICKER,COMPANY,GICS_SECTOR,GICS_INDUSTRY,HQ,CIK,WIKI_URL
82,CDNS,Cadence Design Systems,Information Technology,Application Software,"San Jose, California",813672,https://en.wikipedia.org/wiki/Cadence_Design_Systems
83,CPB,Campbell Soup,Consumer Staples,Packaged Foods & Meats,"Camden, New Jersey",16732,https://en.wikipedia.org/wiki/Campbell_Soup
84,COF,Capital One Financial,Financials,Consumer Finance,"Tysons Corner, Virginia",927628,https://en.wikipedia.org/wiki/Capital_One_Financial
85,CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,"Dublin, Ohio",721371,https://en.wikipedia.org/wiki/Cardinal_Health_Inc.
86,KMX,Carmax Inc,Consumer Discretionary,Specialty Stores,"Richmond, Virginia",1170010,https://en.wikipedia.org/wiki/Carmax_Inc
87,CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",815097,https://en.wikipedia.org/wiki/Carnival_Corp.
88,CARR,Carrier Global,Industrials,Building Products,"Palm Beach Gardens, Florida",1783180,https://en.wikipedia.org/wiki/Carrier_Global
89,CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,"Deerfield, Illinois",18230,https://en.wikipedia.org/wiki/Caterpillar_Inc.
90,CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,"Chicago, Illinois",1374310,https://en.wikipedia.org/wiki/Cboe_Global_Markets
91,CBRE,CBRE Group,Real Estate,Real Estate Services,"Los Angeles, California",1138118,https://en.wikipedia.org/wiki/CBRE_Group
92,CDW,CDW,Information Technology,Technology Distributors,"Lincolnshire, Illinois",1402057,https://en.wikipedia.org/wiki/CDW
93,CE,Celanese,Materials,Specialty Chemicals,"Irving, Texas",1306830,https://en.wikipedia.org/wiki/Celanese
94,CNC,Centene Corporation,Health Care,Managed Health Care,"St Louis, Missouri",1071739,https://en.wikipedia.org/wiki/Centene_Corporation
95,CNP,CenterPoint Energy,Utilities,Multi-Utilities,"Houston, Texas",1130310,https://en.wikipedia.org/wiki/CenterPoint_Energy
96,CTL,CenturyLink Inc,Communication Services,Alternative Carriers,"Monroe, Louisiana",18926,https://en.wikipedia.org/wiki/CenturyLink_Inc
97,CERN,Cerner,Health Care,Health Care Technology,"North Kansas City, Missouri",804753,https://en.wikipedia.org/wiki/Cerner
98,CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",1324404,https://en.wikipedia.org/wiki/CF_Industries_Holdings_Inc
99,SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,"San Francisco, California",316709,https://en.wikipedia.org/wiki/Charles_Schwab_Corporation
100,CHTR,Charter Communications,Communication Services,Cable & Satellite,"Stamford, Connecticut",1091667,https://en.wikipedia.org/wiki/Charter_Communications
101,CVX,Chevron Corp.,Energy,Integrated Oil & Gas,"San Ramon, California",93410,https://en.wikipedia.org/wiki/Chevron_Corp.
102,CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,"Newport Beach, California",1058090,https://en.wikipedia.org/wiki/Chipotle_Mexican_Grill
103,CB,Chubb Limited,Financials,Property & Casualty Insurance,"Zurich, Switzerland",896159,https://en.wikipedia.org/wiki/Chubb_Limited
104,CHD,Church & Dwight,Consumer Staples,Household Products,"Ewing, New Jersey",313927,https://en.wikipedia.org/wiki/Church_%26_Dwight
105,CI,CIGNA Corp.,Health Care,Managed Health Care,"Bloomfield, Connecticut",701221,https://en.wikipedia.org/wiki/CIGNA_Corp.
106,CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,"Fairfield, Ohio",20286,https://en.wikipedia.org/wiki/Cincinnati_Financial
107,CTAS,Cintas Corporation,Industrials,Diversified Support Services,"Mason, Ohio",723254,https://en.wikipedia.org/wiki/Cintas_Corporation
108,CSCO,Cisco Systems,Information Technology,Communications Equipment,"San Jose, California",858877,https://en.wikipedia.org/wiki/Cisco_Systems
109,C,Citigroup Inc.,Financials,Diversified Banks,"New York, New York",831001,https://en.wikipedia.org/wiki/Citigroup_Inc.
110,CFG,Citizens Financial Group,Financials,Regional Banks,"Providence, Rhode Island",759944,https://en.wikipedia.org/wiki/Citizens_Financial_Group
111,CTXS,Citrix Systems,Information Technology,Application Software,"Fort Lauderdale, Florida",877890,https://en.wikipedia.org/wiki/Citrix_Systems
112,CLX,The Clorox Company,Consumer Staples,Household Products,"Oakland, California",21076,https://en.wikipedia.org/wiki/The_Clorox_Company
113,CME,CME Group Inc.,Financials,Financial Exchanges & Data,"Chicago, Illinois",1156375,https://en.wikipedia.org/wiki/CME_Group_Inc.
114,CMS,CMS Energy,Utilities,Multi-Utilities,"Jackson, Michigan",811156,https://en.wikipedia.org/wiki/CMS_Energy
115,KO,Coca-Cola Company,Consumer Staples,Soft Drinks,"Atlanta, Georgia",21344,https://en.wikipedia.org/wiki/Coca-Cola_Company
116,CTSH,Cognizant Technology Solutions,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",1058290,https://en.wikipedia.org/wiki/Cognizant_Technology_Solutions
117,CL,Colgate-Palmolive,Consumer Staples,Household Products,"New York, New York",21665,https://en.wikipedia.org/wiki/Colgate-Palmolive
118,CMCSA,Comcast Corp.,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",1166691,https://en.wikipedia.org/wiki/Comcast_Corp.
119,CMA,Comerica Inc.,Financials,Diversified Banks,"Dallas, Texas",28412,https://en.wikipedia.org/wiki/Comerica_Inc.
120,CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",23217,https://en.wikipedia.org/wiki/Conagra_Brands
121,CXO,Concho Resources,Energy,Oil & Gas Exploration & Production,"Midland, Texas",1358071,https://en.wikipedia.org/wiki/Concho_Resources
122,COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1163165,https://en.wikipedia.org/wiki/ConocoPhillips
123,ED,Consolidated Edison,Utilities,Electric Utilities,"New York, New York",1047862,https://en.wikipedia.org/wiki/Consolidated_Edison
124,STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,"Victor, New York",16918,https://en.wikipedia.org/wiki/Constellation_Brands
125,COO,The Cooper Companies,Health Care,Health Care Supplies,"San Ramon, California",711404,https://en.wikipedia.org/wiki/The_Cooper_Companies
126,CPRT,Copart Inc,Industrials,Diversified Support Services,"Dallas, Texas",900075,https://en.wikipedia.org/wiki/Copart_Inc
127,GLW,Corning Inc.,Information Technology,Electronic Components,"Corning, New York",24741,https://en.wikipedia.org/wiki/Corning_Inc.
128,CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,"Wilmington, Delaware",1755672,https://en.wikipedia.org/wiki/Corteva
129,COST,Costco Wholesale Corp.,Consumer Staples,Hypermarkets & Super Centers,"Issaquah, Washington",909832,https://en.wikipedia.org/wiki/Costco_Wholesale_Corp.
130,COTY,"Coty, Inc",Consumer Staples,Personal Products,"New York, New York",1024305,"https://en.wikipedia.org/wiki/Coty,_Inc"
131,CCI,Crown Castle International Corp.,Real Estate,Specialized REITs,"Houston, Texas",1051470,https://en.wikipedia.org/wiki/Crown_Castle_International_Corp.
132,CSX,CSX Corp.,Industrials,Railroads,"Jacksonville, Florida",277948,https://en.wikipedia.org/wiki/CSX_Corp.
133,CMI,Cummins Inc.,Industrials,Industrial Machinery,"Columbus, Indiana",26172,https://en.wikipedia.org/wiki/Cummins_Inc.
134,CVS,CVS Health,Health Care,Health Care Services,"Woonsocket, Rhode Island",64803,https://en.wikipedia.org/wiki/CVS_Health
135,DHI,D. R. Horton,Consumer Discretionary,Homebuilding,"Fort Worth, Texas",882184,https://en.wikipedia.org/wiki/D._R._Horton
136,DHR,Danaher Corp.,Health Care,Health Care Equipment,"Washington, D.C.",313616,https://en.wikipedia.org/wiki/Danaher_Corp.
137,DRI,Darden Restaurants,Consumer Discretionary,Restaurants,"Orlando, Florida",940944,https://en.wikipedia.org/wiki/Darden_Restaurants
138,DVA,DaVita Inc.,Health Care,Health Care Facilities,"Denver, Colorado",927066,https://en.wikipedia.org/wiki/DaVita_Inc.
139,DE,Deere & Co.,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",315189,https://en.wikipedia.org/wiki/Deere_%26_Co.
140,DAL,Delta Air Lines Inc.,Industrials,Airlines,"Atlanta, Georgia",27904,https://en.wikipedia.org/wiki/Delta_Air_Lines_Inc.
141,XRAY,Dentsply Sirona,Health Care,Health Care Supplies,"Charlotte, North Carolina",818479,https://en.wikipedia.org/wiki/Dentsply_Sirona
142,DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",1090012,https://en.wikipedia.org/wiki/Devon_Energy
143,DXCM,DexCom,Health Care,Health Care Equipment,"San Diego, California",1093557,https://en.wikipedia.org/wiki/DexCom
144,FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,"Midland, Texas",1539838,https://en.wikipedia.org/wiki/Diamondback_Energy
145,DLR,Digital Realty Trust Inc,Real Estate,Specialized REITs,"San Francisco, California",1297996,https://en.wikipedia.org/wiki/Digital_Realty_Trust
146,DFS,Discover Financial Services,Financials,Consumer Finance,"Riverwoods, Illinois",1393612,https://en.wikipedia.org/wiki/Discover_Financial_Services
147,DISCA,"Discovery, Inc. (Class A)",Communication Services,Broadcasting,"Silver Spring, Maryland",1437107,"https://en.wikipedia.org/wiki/Discovery,_Inc."
148,DISCK,"Discovery, Inc. (Class C)",Communication Services,Broadcasting,"Silver Spring, Maryland",1437107,"https://en.wikipedia.org/wiki/Discovery,_Inc."
149,DISH,Dish Network,Communication Services,Cable & Satellite,"Meridian, Colorado",1001082,https://en.wikipedia.org/wiki/Dish_Network
150,DG,Dollar General,Consumer Discretionary,General Merchandise Stores,"Goodlettsville, Tennessee",29534,https://en.wikipedia.org/wiki/Dollar_General
151,DLTR,Dollar Tree,Consumer Discretionary,General Merchandise Stores,"Chesapeake, Virginia",935703,https://en.wikipedia.org/wiki/Dollar_Tree
152,D,Dominion Energy,Utilities,Electric Utilities,"Richmond, Virginia",715957,https://en.wikipedia.org/wiki/Dominion_Energy
153,DPZ,Domino's Pizza,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",1286681,https://en.wikipedia.org/wiki/Domino%27s_Pizza
154,DOV,Dover Corporation,Industrials,Industrial Machinery,"Downers Grove, Illinois",29905,https://en.wikipedia.org/wiki/Dover_Corporation
155,DOW,Dow Inc.,Materials,Commodity Chemicals,"Midland, Michigan",1751788,https://en.wikipedia.org/wiki/Dow_Inc.
156,DTE,DTE Energy Co.,Utilities,Multi-Utilities,"Detroit, Michigan",936340,https://en.wikipedia.org/wiki/DTE_Energy_Co.
157,DUK,Duke Energy,Utilities,Electric Utilities,"Charlotte, North Carolina",1326160,https://en.wikipedia.org/wiki/Duke_Energy
158,DRE,Duke Realty Corp,Real Estate,Industrial REITs,"Indianapolis, Indiana",783280,https://en.wikipedia.org/wiki/Duke_Realty_Corp
159,DD,DuPont de Nemours Inc,Materials,Specialty Chemicals,"Midland, Michigan",1666700,https://en.wikipedia.org/wiki/DuPont_de_Nemours_Inc
160,DXC,DXC Technology,Information Technology,IT Consulting & Other Services,"Tysons Corner, Virginia",1688568,https://en.wikipedia.org/wiki/DXC_Technology
161,ETFC,E*Trade,Financials,Investment Banking & Brokerage,"New York, New York",1015780,https://en.wikipedia.org/wiki/E*Trade
162,EMN,Eastman Chemical,Materials,Diversified Chemicals,"Kingsport, Tennessee",915389,https://en.wikipedia.org/wiki/Eastman_Chemical
163,ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,"Dublin, Ireland",1551182,https://en.wikipedia.org/wiki/Eaton_Corporation
164,EBAY,eBay Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,"San Jose, California",1065088,https://en.wikipedia.org/wiki/EBay_Inc.
165,ECL,Ecolab Inc.,Materials,Specialty Chemicals,"St. Paul, Minnesota",31462,https://en.wikipedia.org/wiki/Ecolab_Inc.
166,EIX,Edison Int'l,Utilities,Electric Utilities,"Rosemead, California",827052,https://en.wikipedia.org/wiki/Edison_Int%27l
167,EW,Edwards Lifesciences,Health Care,Health Care Equipment,"Irvine, California",1099800,https://en.wikipedia.org/wiki/Edwards_Lifesciences
168,EA,Electronic Arts,Communication Services,Interactive Home Entertainment,"Redwood City, California",712515,https://en.wikipedia.org/wiki/Electronic_Arts
169,EMR,Emerson Electric Company,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",32604,https://en.wikipedia.org/wiki/Emerson_Electric_Company
170,ETR,Entergy Corp.,Utilities,Electric Utilities,"New Orleans, Louisiana",65984,https://en.wikipedia.org/wiki/Entergy_Corp.
171,EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,"Houston, Texas",821189,https://en.wikipedia.org/wiki/EOG_Resources
172,EFX,Equifax Inc.,Industrials,Research & Consulting Services,"Atlanta, Georgia",33185,https://en.wikipedia.org/wiki/Equifax_Inc.
173,EQIX,Equinix,Real Estate,Specialized REITs,"Redwood City, California",1101239,https://en.wikipedia.org/wiki/Equinix
174,EQR,Equity Residential,Real Estate,Residential REITs,"Chicago, Illinois",906107,https://en.wikipedia.org/wiki/Equity_Residential
175,ESS,"Essex Property Trust, Inc.",Real Estate,Residential REITs,"Palo Alto, California",920522,"https://en.wikipedia.org/wiki/Essex_Property_Trust,_Inc."
176,EL,Estée Lauder Companies,Consumer Staples,Personal Products,"New York, New York",1001250,https://en.wikipedia.org/wiki/Est%C3%A9e_Lauder_Companies
177,EVRG,Evergy,Utilities,Electric Utilities,"Kansas City, Missouri",1711269,https://en.wikipedia.org/wiki/Evergy
178,ES,Eversource Energy,Utilities,Multi-Utilities,"Springfield, Massachusetts",72741,https://en.wikipedia.org/wiki/Eversource_Energy
179,RE,Everest Re Group Ltd.,Financials,Reinsurance,"Hamilton, Bermuda",1095073,https://en.wikipedia.org/wiki/Everest_Re
180,EXC,Exelon Corp.,Utilities,Multi-Utilities,"Chicago, Illinois",1109357,https://en.wikipedia.org/wiki/Exelon_Corp.
181,EXPE,Expedia Group,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",1324424,https://en.wikipedia.org/wiki/Expedia_Group
182,EXPD,Expeditors,Industrials,Air Freight & Logistics,"Seattle, Washington",746515,https://en.wikipedia.org/wiki/Expeditors_International
183,EXR,Extra Space Storage,Real Estate,Specialized REITs,"Salt Lake City, Utah",1289490,https://en.wikipedia.org/wiki/Extra_Space_Storage
184,XOM,Exxon Mobil Corp.,Energy,Integrated Oil & Gas,"Irving, Texas",34088,https://en.wikipedia.org/wiki/Exxon_Mobil_Corp.
185,FFIV,F5 Networks,Information Technology,Communications Equipment,"Seattle, Washington",1048695,https://en.wikipedia.org/wiki/F5_Networks
186,FB,"Facebook, Inc.",Communication Services,Interactive Media & Services,"Menlo Park, California",1326801,"https://en.wikipedia.org/wiki/Facebook,_Inc."
187,FAST,Fastenal Co,Industrials,Building Products,"Winona, Minnesota",815556,https://en.wikipedia.org/wiki/Fastenal_Co
188,FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,"Rockville, Maryland",34903,https://en.wikipedia.org/wiki/Federal_Realty_Investment_Trust
189,FDX,FedEx Corporation,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1048911,https://en.wikipedia.org/wiki/FedEx_Corporation
190,FIS,Fidelity National Information Services,Information Technology,Data Processing & Outsourced Services,"Jacksonville, Florida",1136893,https://en.wikipedia.org/wiki/Fidelity_National_Information_Services
191,FITB,Fifth Third Bancorp,Financials,Regional Banks,"Cincinnati, Ohio",35527,https://en.wikipedia.org/wiki/Fifth_Third_Bancorp
192,FE,FirstEnergy Corp,Utilities,Electric Utilities,"Akron, Ohio",1031296,https://en.wikipedia.org/wiki/FirstEnergy_Corp
193,FRC,First Republic Bank,Financials,Regional Banks,"San Francisco, California",1132979,https://en.wikipedia.org/wiki/First_Republic_Bank
194,FISV,Fiserv Inc,Information Technology,Data Processing & Outsourced Services,"Brookfield, Wisconsin",798354,https://en.wikipedia.org/wiki/Fiserv_Inc
195,FLT,FleetCor Technologies Inc,Information Technology,Data Processing & Outsourced Services,"Norcross, Georgia",1175454,https://en.wikipedia.org/wiki/Fleetcor
196,FLIR,FLIR Systems,Information Technology,Electronic Equipment & Instruments,"Wilsonville, Oregon",354908,https://en.wikipedia.org/wiki/FLIR_Systems
197,FLS,Flowserve Corporation,Industrials,Industrial Machinery,"Irving, Texas",30625,https://en.wikipedia.org/wiki/Flowserve_Corporation
198,FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,"Philadelphia, Pennsylvania",37785,https://en.wikipedia.org/wiki/FMC_Corporation
199,F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",37996,https://en.wikipedia.org/wiki/Ford_Motor_Company
200,FTNT,Fortinet,Information Technology,Systems Software,"Sunnyvale, California",1262039,https://en.wikipedia.org/wiki/Fortinet
201,FTV,Fortive Corp,Industrials,Industrial Machinery,"Everett, Washington",1659166,https://en.wikipedia.org/wiki/Fortive_Corp
202,FBHS,Fortune Brands Home & Security,Industrials,Building Products,"Deerfield, Illinois",1519751,https://en.wikipedia.org/wiki/Fortune_Brands_Home_%26_Security
203,FOXA,Fox Corporation (Class A),Communication Services,Movies & Entertainment,"New York, New York",1308161,https://en.wikipedia.org/wiki/Fox_Corporation
204,FOX,Fox Corporation (Class B),Communication Services,Movies & Entertainment,"New York, New York",1308161,https://en.wikipedia.org/wiki/Fox_Corporation
205,BEN,Franklin Resources,Financials,Asset Management & Custody Banks,"San Mateo, California",38777,https://en.wikipedia.org/wiki/Franklin_Resources
206,FCX,Freeport-McMoRan Inc.,Materials,Copper,"Phoenix, Arizona",831259,https://en.wikipedia.org/wiki/Freeport-McMoRan_Inc.
207,GPS,Gap Inc.,Consumer Discretionary,Apparel Retail,"San Francisco, California",39911,https://en.wikipedia.org/wiki/Gap_Inc.
208,GRMN,Garmin Ltd.,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland",1121788,https://en.wikipedia.org/wiki/Garmin_Ltd.
209,IT,Gartner Inc,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut",749251,https://en.wikipedia.org/wiki/Gartner
210,GD,General Dynamics,Industrials,Aerospace & Defense,"Falls Church, Virginia",40533,https://en.wikipedia.org/wiki/General_Dynamics
211,GE,General Electric,Industrials,Industrial Conglomerates,"Boston, Massachusetts",40545,https://en.wikipedia.org/wiki/General_Electric
212,GIS,General Mills,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota",40704,https://en.wikipedia.org/wiki/General_Mills
213,GM,General Motors,Consumer Discretionary,Automobile Manufacturers,"Detroit, Michigan",1467858,https://en.wikipedia.org/wiki/General_Motors
214,GPC,Genuine Parts,Consumer Discretionary,Specialty Stores,"Atlanta, Georgia",40987,https://en.wikipedia.org/wiki/Genuine_Parts
215,GILD,Gilead Sciences,Health Care,Biotechnology,"Foster City, California",882095,https://en.wikipedia.org/wiki/Gilead_Sciences
216,GL,Globe Life Inc.,Financials,Life & Health Insurance,"McKinney, Texas",320335,https://en.wikipedia.org/wiki/Torchmark_Corp.
217,GPN,Global Payments Inc.,Information Technology,Data Processing & Outsourced Services,"Atlanta, Georgia",1123360,https://en.wikipedia.org/wiki/Global_Payments_Inc.
218,GS,Goldman Sachs Group,Financials,Investment Banking & Brokerage,"New York, New York",886982,https://en.wikipedia.org/wiki/Goldman_Sachs_Group
219,GWW,Grainger (W.W.) Inc.,Industrials,Industrial Machinery,"Lake Forest, Illinois",277135,https://en.wikipedia.org/wiki/Grainger_(W.W.)_Inc.
220,HRB,H&R Block,Consumer Discretionary,Specialized Consumer Services,"Kansas City, Missouri",12659,https://en.wikipedia.org/wiki/H%26R_Block
221,HAL,Halliburton Co.,Energy,Oil & Gas Equipment & Services,"Houston, Texas",45012,https://en.wikipedia.org/wiki/Halliburton_Co.
222,HBI,Hanesbrands Inc,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Winston-Salem, North Carolina",1359841,https://en.wikipedia.org/wiki/Hanesbrands_Inc
223,HOG,Harley-Davidson,Consumer Discretionary,Motorcycle Manufacturers,"Milwaukee, Wisconsin",793952,https://en.wikipedia.org/wiki/Harley-Davidson
224,HIG,Hartford Financial Svc.Gp.,Financials,Property & Casualty Insurance,"Hartford, Connecticut",874766,https://en.wikipedia.org/wiki/Hartford_Financial_Svc.Gp.
225,HAS,Hasbro Inc.,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island",46080,https://en.wikipedia.org/wiki/Hasbro_Inc.
226,HCA,HCA Healthcare,Health Care,Health Care Facilities,"Nashville, Tennessee",860730,https://en.wikipedia.org/wiki/HCA_Healthcare
227,PEAK,Healthpeak Properties,Real Estate,Health Care REITs,"Long Beach, California",765880,https://en.wikipedia.org/wiki/Healthpeak_Properties
228,HSIC,Henry Schein,Health Care,Health Care Distributors,"Melville, New York",1000228,https://en.wikipedia.org/wiki/Henry_Schein
229,HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",47111,https://en.wikipedia.org/wiki/The_Hershey_Company
230,HES,Hess Corporation,Energy,Integrated Oil & Gas,"New York, New York",4447,https://en.wikipedia.org/wiki/Hess_Corporation
231,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",1645590,https://en.wikipedia.org/wiki/Hewlett_Packard_Enterprise
232,HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia",1585689,https://en.wikipedia.org/wiki/Hilton_Worldwide_Holdings_Inc
233,HFC,HollyFrontier Corp,Energy,Oil & Gas Refining & Marketing,"Dallas, Texas",48039,https://en.wikipedia.org/wiki/HollyFrontier
234,HOLX,Hologic,Health Care,Health Care Equipment,"Marlborough, Massachusetts",859737,https://en.wikipedia.org/wiki/Hologic
235,HD,Home Depot,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",354950,https://en.wikipedia.org/wiki/Home_Depot
236,HON,Honeywell Int'l Inc.,Industrials,Industrial Conglomerates,"Morristown, New Jersey",773840,https://en.wikipedia.org/wiki/Honeywell_Int%27l_Inc.
237,HRL,Hormel Foods Corp.,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",48465,https://en.wikipedia.org/wiki/Hormel_Foods_Corp.
238,HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",1070750,https://en.wikipedia.org/wiki/Host_Hotels_%26_Resorts
239,HWM,Howmet Aerospace,Industrials,Aerospace & Defense,"New York, New York",4281,https://en.wikipedia.org/wiki/Howmet_Aerospace
240,HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",47217,https://en.wikipedia.org/wiki/HP_Inc.
241,HUM,Humana Inc.,Health Care,Managed Health Care,"Louisville, Kentucky",49071,https://en.wikipedia.org/wiki/Humana_Inc.
242,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio",49196,https://en.wikipedia.org/wiki/Huntington_Bancshares
243,HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,"Newport News, Virginia",1501585,https://en.wikipedia.org/wiki/Huntington_Ingalls_Industries
244,IEX,IDEX Corporation,Industrials,Industrial Machinery,"Lake Forest, Illinois",832101,https://en.wikipedia.org/wiki/IDEX_Corporation
245,IDXX,IDEXX Laboratories,Health Care,Health Care Equipment,"Westbrook, Maine",874716,https://en.wikipedia.org/wiki/Idexx_Laboratories
246,INFO,IHS Markit Ltd.,Industrials,Research & Consulting Services,"London, United Kingdom",1598014,https://en.wikipedia.org/wiki/IHS_Markit
247,ITW,Illinois Tool Works,Industrials,Industrial Machinery,"Glenview, Illinois",49826,https://en.wikipedia.org/wiki/Illinois_Tool_Works
248,ILMN,Illumina Inc,Health Care,Life Sciences Tools & Services,"San Diego, California",1110803,https://en.wikipedia.org/wiki/Illumina_(company)
249,INCY,Incyte,Health Care,Biotechnology,"Wilmington, Delaware",879169,https://en.wikipedia.org/wiki/Incyte
250,IR,Ingersoll Rand,Industrials,Industrial Machinery,"Milwaukee, Wisconsin",1699150,https://en.wikipedia.org/wiki/Ingersoll_Rand
251,INTC,Intel Corp.,Information Technology,Semiconductors,"Santa Clara, California",50863,https://en.wikipedia.org/wiki/Intel_Corp.
252,ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,"Atlanta, Georgia",1571949,https://en.wikipedia.org/wiki/Intercontinental_Exchange
253,IBM,International Business Machines,Information Technology,IT Consulting & Other Services,"Armonk, New York",51143,https://en.wikipedia.org/wiki/IBM
254,IP,International Paper,Materials,Paper Packaging,"Memphis, Tennessee",51434,https://en.wikipedia.org/wiki/International_Paper
255,IPG,Interpublic Group,Communication Services,Advertising,"New York, New York",51644,https://en.wikipedia.org/wiki/Interpublic_Group
256,IFF,Intl Flavors & Fragrances,Materials,Specialty Chemicals,"New York, New York",51253,https://en.wikipedia.org/wiki/Intl_Flavors_%26_Fragrances
257,INTU,Intuit Inc.,Information Technology,Application Software,"Mountain View, California",896878,https://en.wikipedia.org/wiki/Intuit_Inc.
258,ISRG,Intuitive Surgical Inc.,Health Care,Health Care Equipment,"Sunnyvale, California",1035267,https://en.wikipedia.org/wiki/Intuitive_Surgical_Inc.
259,IVZ,Invesco Ltd.,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",914208,https://en.wikipedia.org/wiki/Invesco_Ltd.
260,IPGP,IPG Photonics Corp.,Information Technology,Electronic Manufacturing Services,"Oxford, Massachusetts",1111928,https://en.wikipedia.org/wiki/IPG_Photonics
261,IQV,IQVIA Holdings Inc.,Health Care,Life Sciences Tools & Services,"Durham, North Carolina",1478242,https://en.wikipedia.org/wiki/IQVIA
262,IRM,Iron Mountain Incorporated,Real Estate,Specialized REITs,"Boston, Massachusetts",1020569,https://en.wikipedia.org/wiki/Iron_Mountain_Incorporated
263,JKHY,Jack Henry & Associates,Information Technology,Data Processing & Outsourced Services,"Monett, Missouri",779152,https://en.wikipedia.org/wiki/Jack_Henry_%26_Associates
264,J,Jacobs Engineering Group,Industrials,Construction & Engineering,"Dallas, Texas",52988,https://en.wikipedia.org/wiki/Jacobs_Engineering_Group
265,JBHT,J. B. Hunt Transport Services,Industrials,Trucking,"Lowell, Arkansas",728535,https://en.wikipedia.org/wiki/J._B._Hunt_Transport_Services
266,SJM,JM Smucker,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",91419,https://en.wikipedia.org/wiki/JM_Smucker
267,JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",200406,https://en.wikipedia.org/wiki/Johnson_%26_Johnson
268,JCI,Johnson Controls International,Industrials,Building Products,"Cork, Ireland",833444,https://en.wikipedia.org/wiki/Johnson_Controls
269,JPM,JPMorgan Chase & Co.,Financials,Diversified Banks,"New York, New York",19617,https://en.wikipedia.org/wiki/JPMorgan_Chase_%26_Co.
270,JNPR,Juniper Networks,Information Technology,Communications Equipment,"Sunnyvale, California",1043604,https://en.wikipedia.org/wiki/Juniper_Networks
271,KSU,Kansas City Southern,Industrials,Railroads,"Kansas City, Missouri",54480,https://en.wikipedia.org/wiki/Kansas_City_Southern_(company)
272,K,Kellogg Co.,Consumer Staples,Packaged Foods & Meats,"Battle Creek, Michigan",55067,https://en.wikipedia.org/wiki/Kellogg_Co.
273,KEY,KeyCorp,Financials,Regional Banks,"Cleveland, Ohio",91576,https://en.wikipedia.org/wiki/KeyCorp
274,KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",1601046,https://en.wikipedia.org/wiki/Keysight_Technologies
275,KMB,Kimberly-Clark,Consumer Staples,Household Products,"Irving, Texas",55785,https://en.wikipedia.org/wiki/Kimberly-Clark
